articleId;title;pages;volumeNumber
1;Cyclomonotonicity, riccati equations and periodic receding horizon control.;1375-1388;30
1;Identification of normalized coprime factors through constrained curve fitting.;1591-1601;40
1;Identification of linear systems with nonlinear distortions.;491-504;41
1;A time domain approach to robust fault detection of linear time-varying systems.;94-102;45
1;The cost of complexity in system identification: The Output Error case.;1938-1948;47
1;Robustness of adaptive control without deadzones, data normalization or persistence of excitation.;943-947;25
1;Subspace like identification incorporating prior information.;1086-1091;45
1;Bertrand equilibria and efficiency in markets for congestible network services.;756-767;50
1;Machine vision: Automated visual inspection and robot vision : David Vernon.;731-732;30
1;Subspace identification with eigenvalue constraints.;2468-2473;49
1;Adaptation and tracking in system identification - A survey.;7-21;26
1;Improved robust H;873-880;40
1;System theoretic properties of a class of spatially invariant systems.;1619-1627;45
1;Design of observer-based robust stabilizing controllers.;693-696;24
1;Processing data from scanning gauges on industrial web processes.;431-437;40
1;The sensor noise problem in dithered feedback systems.;1021-1026;28
1;A Parallel algorithm for principal nth roots of matrices.;1735-1738;33
1;Stabilization of neutral time-delay systems with actuator saturation via auxiliary time-delay feedback.;242-247;52
1;Application of advanced control methods in the pulp and paper industry - A survey.;143-153;22
1;Self-tuning controllers for nonlinear systems.;209-214;23
1;Square root filtering via covariance and information eigenfactors.;599-604;22
1;Equal distribution of satellite constellations on circular target orbits.;2641-2647;50
1;Input-to-state stabilization for nonlinear dual-rate sampled-data systems via approximate discrete-time model.;3157-3161;44
1;Fully magnetic attitude control for spacecraft subject to gravity gradient.;1201-1214;35
1;"Linear time-invariant systems: Martin Schetzen (Ed.); The Institute of Electrical and Electronics Engineers, ISBN: 0-471-23145-2.";2014-2015;41
1;Robust guaranteed cost control for uncertain stochastic systems with multiple decision makers.;1758-1764;45
1;Parametric and nonparametric curve fitting.;1869-1873;42
1;Identification of dynamic models in complex networks with prediction error methods - Basic methods for consistent module estimates.;2994-3006;49
1;Control of plant-wide systems using dynamic supply rates.;44-52;50
1;A universal iterative learning stabilizer for a class of MIMO systems.;973-981;42
1;Consensus with quantized relative state measurements.;2531-2537;49
1;Quantized consensus in Hamiltonian graphs.;2495-2503;47
1;Large scale systems with multiple objectives: An interactive negotiation procedure.;691-697;27
1;On-line regeneration control for a diesel particulate trap system.;513-520;30
1;Instrumental variable methods for closed-loop system identification.;241-249;41
1;L;1879-1885;45
1;Adaptive observers for time-delay nonlinear systems in triangular form.;2392-2399;45
1;Output-feedback finite-time stabilization of disturbed feedback linearizable nonlinear systems.;2767-2773;49
1;Proving set inclusion via intervals: application to parametric robust stability.;627-632;35
1;Realization of stable models with subspace methods.;1587-1595;32
1;Application of neural networks to adaptive control of nonlinear systems: G.W. Ng, Control Systems Centre Series, UMIST, UK, 1997, ISBN: 0-86380-214-1.;1931-1933;36
1;Graph diameter, eigenvalues, and minimum-time consensus.;635-640;50
1;Identification of physical parameters in structured systems.;217-225;24
1;Algebraic formulation and strategy optimization for a class of evolutionary networked games via semi-tensor product method.;3384-3389;49
1;A two-stage algorithm for identification of nonlinear dynamic systems.;1189-1197;42
1;Discrete-Time Optimal Control with Control-Dependent Noise and Generalized Riccati Difference Equations.;1031-1034;34
1;Circle-criterion approach to discrete-time nonlinear observer design.;1432-1441;43
1;Control schemes for stable teleoperation with communication delay based on IOS small gain theorem.;905-915;42
1;Generalized predictive control - Part I. The basic algorithm.;137-148;23
1;On robustness in system identification.;907-916;35
1;Attitude stabilization using a contactor control system with a linear switching criterion.;255-274;2
1;Discrete model reduction preserving bounded realness.;721-724;33
1;Improvement of system order reduction via balancing using the method of singular perturbations.;1859-1865;37
1;A dynamic fuzzy model for a drum-boiler-turbine system.;1213-1219;39
1;Optimal smoothing of non-linear dynamic systems via Monte Carlo Markov chains.;1676-1685;44
1;Sensor scheduling in continuous time.;2017-2023;37
1;Identification of linear systems with hard input nonlinearities of known structure.;853-860;38
1;The autonomous linear quadratic control problem: Theory and numerical solutions : V. M. Mehrmann.;555-556;30
1;Holarchy formation and optimization in holonic manufacturing systems with contract net.;959-970;44
1;Off-line robust fault diagnosis using the generalized structured singular value.;1347-1358;38
1;Data-based supervisory control of uncertain systems with application to automatic drug delivery for anesthesia.;1289-1295;43
1;Computer control of machines and processes: John G. Bollinger and Neil A. Duffei.;428-429;27
1;Growth rate of switched homogeneous systems.;2857-2862;44
1;Steady-state performance optimization for nonlinear control systems of Lur'e type.;2087-2097;49
1;Subspace identification of MIMO LPV systems using a periodic scheduling sequence.;1684-1697;43
1;A structure-based modeling and control of Electric power systems.;515-531;33
1;Bias of indirect non-parametric transfer function estimates for plants in closed loop.;1529-1540;37
1;Synchronizing linear systems via partial-state coupling.;2179-2184;44
1;Stability of time-delay systems via Wirtinger-based double integral inequality.;204-208;55
1;Stochastic linear quadratic regulation for discrete-time linear systems with input delay.;2067-2073;45
1;Quasiconvexity analysis of the Hammerstein model.;277-281;50
1;Periodically switched stability induces exponential stability of discrete-time linear switched systems in the sense of Markovian probabilities.;1512-1519;47
1;Model-free H;1320-1326;46
1;A partial history of the early development of continuous-time nonlinear stochastic systems theory.;303-334;50
1;Generation of optimal schedules for metro lines using model predictive control.;1397-1404;40
1;Automatica prize paper awards 1996.;1099;32
1;Further results on adaptive state-feedback stabilization for stochastic high-order nonlinear systems.;1667-1675;48
1;Cyclic invariance for discrete time-delay systems.;2730-2733;48
1;A stochastic control model for optimal timing of climate policies.;1545-1558;44
1;Robust Disturbance Rejection with Simultaneous Robust Input-Output Decoupling.;1415-1421;33
1;A distributed simplex algorithm for degenerate linear programs and multi-agent assignments.;2298-2304;48
1;A robust nonlinear observer-based approach for distributed fault detection of input-output interconnected systems.;408-415;53
1;Nonlinear controller for an inverted pendulum having restricted travel.;841-850;31
1;Input-to-state stability of networked control systems.;2121-2128;40
1;Improved relay auto-tuning with static load disturbance.;711-715;33
1;Block circulant and block Toeplitz approximants of a class of spatially distributed systems - An LQR perspective.;3098-3105;48
1;An H;757-763;45
1;H;251-263;30
1;"Comments on ""Maximally permissive supervisor synthesis based on a new constraint transformation method"" [Automatica 48 (2012), 1097-1101].";131-134;51
1;Feedback based adaptive compensation of control system sensor uncertainties.;393-404;45
1;Self-tuning systems control and signal processing : R. E. Wellstead and M. B. Zarrop.;1287-1288;28
1;Linear control of time-domain constrained systems.;736-746;48
1;Verification of robust diagnosability for partially observed discrete event systems.;1913-1919;48
1;Robust output feedback model predictive control of constrained linear systems.;1217-1222;42
1;In memoriam: Kehui Wei (1946-1992).;5-6;29
1;Q domain optimization method for l;603-611;36
1;Adaptive system stability robustness via burst recovery.;571-580;31
1;Unknown input observer for state affine systems: A necessary and sufficient condition.;271-278;46
1;Global stabilization of multiple integrators with bounded controls.;2147-2152;41
1;Robustness analysis of holonic assembly/disassembly processes with Petri nets.;2538-2548;44
1;Identification of semi-physical and black-box non-linear models: the case of MR-dampers for vehicles control.;113-127;41
1;Discrete random signals and statistical signal processing: Charles W. Therrien.;1617;29
1;An ISS self-triggered implementation of linear controllers.;1310-1314;46
1;On control design for PDEs with space-dependent diffusivity or time-dependent reactivity.;1601-1608;41
1;A combined backstepping and small-gain approach to adaptive output feedback control.;1131-1139;35
1;State deadbeat control of nonlinear systems: Construction via sets.;2201-2206;48
1;Relay-based closed loop transfer function frequency points estimation.;309-315;39
1;MPC for stable linear systems with model uncertainty.;569-583;39
1;On the non-conservatism of a novel LMI relaxation for robust analysis of polytopic systems.;2973-2976;44
1;"Robust control: the parametric approach: S.P. Bhattacharyya, H. Chapellat, L.H. Keel; Prentice-Hall PTR, Englewood Cliffs, NJ, 1995, ISBN: 0-13-781576-X.";1563-1566;36
1;Subspace identification by data orthogonalization and model decoupling.;1689-1703;40
1;Static output feedback control for stochastic hybrid systems: LMI approach.;183-188;42
